Ico;Rok;Obdobie od;Obdobie do;Nazov;Odvetvie;SK Nace;Kategória zamestnancov(zo Štatistického úradu);Presný počet zamestnancov(z účtovnej závierky);Mesto;Okres;Kraj;Právna forma – kód;Právna forma;AktivaBrutto-1;AktivaCorr-1;Aktiva-1;AktivaPrev-1;AktivaBrutto-2;AktivaCorr-2;Aktiva-2;AktivaPrev-2;AktivaBrutto-3;AktivaCorr-3;Aktiva-3;AktivaPrev-3;AktivaBrutto-4;AktivaCorr-4;Aktiva-4;AktivaPrev-4;AktivaBrutto-5;AktivaCorr-5;Aktiva-5;AktivaPrev-5;AktivaBrutto-6;AktivaCorr-6;Aktiva-6;AktivaPrev-6;AktivaBrutto-7;AktivaCorr-7;Aktiva-7;AktivaPrev-7;AktivaBrutto-8;AktivaCorr-8;Aktiva-8;AktivaPrev-8;AktivaBrutto-9;AktivaCorr-9;Aktiva-9;AktivaPrev-9;AktivaBrutto-10;AktivaCorr-10;Aktiva-10;AktivaPrev-10;AktivaBrutto-11;AktivaCorr-11;Aktiva-11;AktivaPrev-11;AktivaBrutto-12;AktivaCorr-12;Aktiva-12;AktivaPrev-12;AktivaBrutto-13;AktivaCorr-13;Aktiva-13;AktivaPrev-13;AktivaBrutto-14;AktivaCorr-14;Aktiva-14;AktivaPrev-14;AktivaBrutto-15;AktivaCorr-15;Aktiva-15;AktivaPrev-15;AktivaBrutto-16;AktivaCorr-16;Aktiva-16;AktivaPrev-16;AktivaBrutto-17;AktivaCorr-17;Aktiva-17;AktivaPrev-17;AktivaBrutto-18;AktivaCorr-18;Aktiva-18;AktivaPrev-18;AktivaBrutto-19;AktivaCorr-19;Aktiva-19;AktivaPrev-19;AktivaBrutto-20;AktivaCorr-20;Aktiva-20;AktivaPrev-20;AktivaBrutto-21;AktivaCorr-21;Aktiva-21;AktivaPrev-21;AktivaBrutto-22;AktivaCorr-22;Aktiva-22;AktivaPrev-22;AktivaBrutto-23;AktivaCorr-23;Aktiva-23;AktivaPrev-23;AktivaBrutto-24;AktivaCorr-24;Aktiva-24;AktivaPrev-24;AktivaBrutto-25;AktivaCorr-25;Aktiva-25;AktivaPrev-25;AktivaBrutto-26;AktivaCorr-26;Aktiva-26;AktivaPrev-26;AktivaBrutto-27;AktivaCorr-27;Aktiva-27;AktivaPrev-27;AktivaBrutto-28;AktivaCorr-28;Aktiva-28;AktivaPrev-28;AktivaBrutto-29;AktivaCorr-29;Aktiva-29;AktivaPrev-29;AktivaBrutto-30;AktivaCorr-30;Aktiva-30;AktivaPrev-30;AktivaBrutto-31;AktivaCorr-31;Aktiva-31;AktivaPrev-31;AktivaBrutto-32;AktivaCorr-32;Aktiva-32;AktivaPrev-32;AktivaBrutto-33;AktivaCorr-33;Aktiva-33;AktivaPrev-33;AktivaBrutto-34;AktivaCorr-34;Aktiva-34;AktivaPrev-34;AktivaBrutto-35;AktivaCorr-35;Aktiva-35;AktivaPrev-35;AktivaBrutto-36;AktivaCorr-36;Aktiva-36;AktivaPrev-36;AktivaBrutto-37;AktivaCorr-37;Aktiva-37;AktivaPrev-37;AktivaBrutto-38;AktivaCorr-38;Aktiva-38;AktivaPrev-38;AktivaBrutto-39;AktivaCorr-39;Aktiva-39;AktivaPrev-39;AktivaBrutto-40;AktivaCorr-40;Aktiva-40;AktivaPrev-40;AktivaBrutto-41;AktivaCorr-41;Aktiva-41;AktivaPrev-41;AktivaBrutto-42;AktivaCorr-42;Aktiva-42;AktivaPrev-42;AktivaBrutto-43;AktivaCorr-43;Aktiva-43;AktivaPrev-43;AktivaBrutto-44;AktivaCorr-44;Aktiva-44;AktivaPrev-44;AktivaBrutto-45;AktivaCorr-45;Aktiva-45;AktivaPrev-45;AktivaBrutto-46;AktivaCorr-46;Aktiva-46;AktivaPrev-46;AktivaBrutto-47;AktivaCorr-47;Aktiva-47;AktivaPrev-47;AktivaBrutto-48;AktivaCorr-48;Aktiva-48;AktivaPrev-48;AktivaBrutto-49;AktivaCorr-49;Aktiva-49;AktivaPrev-49;AktivaBrutto-50;AktivaCorr-50;Aktiva-50;AktivaPrev-50;AktivaBrutto-51;AktivaCorr-51;Aktiva-51;AktivaPrev-51;AktivaBrutto-52;AktivaCorr-52;Aktiva-52;AktivaPrev-52;AktivaBrutto-53;AktivaCorr-53;Aktiva-53;AktivaPrev-53;AktivaBrutto-54;AktivaCorr-54;Aktiva-54;AktivaPrev-54;AktivaBrutto-55;AktivaCorr-55;Aktiva-55;AktivaPrev-55;AktivaBrutto-56;AktivaCorr-56;Aktiva-56;AktivaPrev-56;AktivaBrutto-57;AktivaCorr-57;Aktiva-57;AktivaPrev-57;AktivaBrutto-58;AktivaCorr-58;Aktiva-58;AktivaPrev-58;AktivaBrutto-59;AktivaCorr-59;Aktiva-59;AktivaPrev-59;AktivaBrutto-60;AktivaCorr-60;Aktiva-60;AktivaPrev-60;AktivaBrutto-61;AktivaCorr-61;Aktiva-61;AktivaPrev-61;AktivaBrutto-62;AktivaCorr-62;Aktiva-62;AktivaPrev-62;AktivaBrutto-63;AktivaCorr-63;Aktiva-63;AktivaPrev-63;AktivaBrutto-64;AktivaCorr-64;Aktiva-64;AktivaPrev-64;AktivaBrutto-65;AktivaCorr-65;Aktiva-65;AktivaPrev-65;Predchádzajúce obdobie od;Predchádzajúce obdobie do;
36050440;2008;2008-11-01;2009-10-31;"SKI CENTRUM - Banská Štiavnica, s.r.o. v likvidácii";"Služby";"Ostatné osobné služby i. n. [96090]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;296595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36052248;2008;2008-01-01;2008-12-31;"Zvolenská teplárenská, a.s.";"Energie a ťažba";"Dodávka pary a rozvod studeného vzduchu [35300]";nezistený;;"Zvolen";"Zvolen";Banskobystrický;121;"Akc. spol.";;;45368481;43135484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103981;34;;;;;;;976594;492647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36058645;2008;2009-01-01;2009-12-31;"PWR - Plastic waste recycling a. s.";"Spracovanie odpadov";"Recyklácia triedených materiálov [38320]";1 zamestnanec;;"Bratislava";"Bratislava II";Bratislavský;121;"Akc. spol.";;;34854;;;;13211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13211;;;;;;;;;;;;;;;;;;;;;;;;;;;;13211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13875;;;;;;;;;;;;;;;;;;;;;;;;;;;;13875;;;;;;;;7768;;;;6639;;;;1129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36197408;2008;2008-02-01;2015-06-30;"ZELMA, a.s. Strážske, v likvidácii";"Elektrotechnika";"Oprava elektrických prístrojov [33140]";nezistený;;"Bratislava";"Bratislava III";Bratislavský;121;"Akc. spol.";11019;0;11019;31940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11019;0;11019;31940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11019;0;11019;23357;0;;;23178;;;;;;;;;;;;;;;;;;;;;;;;179;11019;0;11019;;;;;8583;;;;;;;;8583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36205036;2008;2008-12-01;2009-11-30;"PEGASUS s.r.o.";"Právo, poradenstvo a účtovníctvo";"Účtovnícke a audítorské činnosti, vedenie účtovných kníh; daňové poradenstvo [69200]";nezistený;;"Žilina";"Žilina";Žilinský;112;"Spol. s r. o.";;;18436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36207004;2008;2008-09-01;2009-08-31;"REGENT s.r.o.";"Školstvo a vzdelávanie";"Ostatné vzdelávanie i. n. [85590]";nezistený;;"Košice";"Košice I";Košický;112;"Spol. s r. o.";;;14097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36211222;2008;2008-01-01;2008-12-31;"Východoslovenská energetika Holding a.s.";"Právo, poradenstvo a účtovníctvo";"Vedenie firiem [70100]";200-249 zamestnancov;226;"Košice";"Košice I";Košický;121;"Akc. spol.";;;321682268;305583217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;17791941;42455022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36211541;2008;2008-01-01;2008-12-31;"MH Teplárenský holding, a.s.";"Energie a ťažba";"Dodávka pary a rozvod studeného vzduchu [35300]";500-999 zamestnancov;;"Bratislava - mestská časť Nové Mesto";"Bratislava III";Bratislavský;121;"Akc. spol.";;;102323740;95400783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3672106;0;;;;;;;14440518;22597026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36224979;2008;2008-08-22;2010-10-21;"Longman SK, s.r.o.";"Sprostredkovanie";"Špecializované sprostredkovanie obchodu s iným špecifickým tovarom [46180]";nezistený;;"Hlohovec";"Hlohovec";Trnavský;112;"Spol. s r. o.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36239631;2008;2008-01-01;2008-12-31;"KALITEK - SLOVAKIA, s.r.o.";"Kovovýroba a hutníctvo";"Výroba kovových dverí a okien [25120]";5-9 zamestnancov;;"Sučany";"Martin";Žilinský;112;"Spol. s r. o.";920832.503485361;157339.175463055;763493.328022306;755792.338843524;400185.885945695;157339.175463055;242846.71048264;267377.016530572;1228.1749983403;;1228.1749983403;;;;;;1228.1749983403;;1228.1749983403;;;;;;;;;;;;;;;;;;;;;;398957.710947354;157339.175463055;241618.535484299;267377.016530572;15070.0391688243;;15070.0391688243;15070.0391688243;118137.157272788;27185.819557857;90951.3377149306;97556.927570869;265750.514505743;130153.355905198;135597.158600544;138186.284272721;;;;;;;;;;;;;;;;16563.7655181571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;514970.457412202;;514970.457412202;481710.150700392;196541.193653323;;196541.193653323;136626.17008564;196541.193653323;;196541.193653323;136626.17008564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242747.128726017;;242747.128726017;284239.527318595;228141.80442143;;228141.80442143;272057.359091814;;;;;;;;;;;;;;;;;;;;;;;;5344.22093872403;14605.3243045874;;14605.3243045874;6837.94728805683;75682.135032862;;75682.135032862;60844.4532961561;2589.12567217686;;2589.12567217686;2622.31959105092;73093.0093606851;;73093.0093606851;58222.1337051052;;;;;;;;;;;;;5676.16012746465;;5676.16012746465;6705.17161256058;5676.16012746465;;5676.16012746465;6705.17161256058;;;;;;;;;;;;;;;
36246034;2008;2008-01-01;2008-12-31;"Trnavská teplárenská, a.s.";"Energie a ťažba";"Dodávka pary a rozvod studeného vzduchu [35300]";nezistený;;"Trnava";"Trnava";Trnavský;121;"Akc. spol.";;;28701377;29323342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14231;0;;;;;;;613529;2248755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36246824;2008;2008-01-01;2008-12-31;"POLYTEC Composites Slovakia s.r.o.";"Chémia a plasty";"Výroba ostatných plastových výrobkov [22290]";100-149 zamestnancov;;"Sládkovičovo";"Galanta";Trnavský;112;"Spol. s r. o.";19282978.1584014;5510953.99322844;13772024.1651729;20899090.4866228;12795824.2050056;4928267.94131315;7867556.26369249;10843225.1211578;374692.956250415;327955.918475735;46737.0377746797;117207.727544314;7468.63174666401;7468.63174666401;0;0;367224.324503751;320487.286729071;46737.0377746797;117207.727544314;;;;;;;;;;;;;;;;;;;;;12421131.2487552;4600312.02283742;7820819.22591781;10726017.3936135;;;;;252041.426010755;43284.8702117772;208756.555798978;398758.54743411;12124178.4505079;4557027.15262564;7567151.29788223;8258879.37329881;;;;;;;;;;;;;32131.7134700923;0;32131.7134700923;1909480.18323043;12779.658766514;0;12779.658766514;158899.289650136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6198366.8591914;582686.051915289;5615680.80727611;9739427.73683861;2360884.2859988;270630.02058023;2090254.26541858;3953860.45276505;1143829.25048131;114585.407953263;1029243.84252805;2044745.40264224;481610.56894377;0;481610.56894377;870875.655579898;735444.466573724;156044.612626967;579399.853946757;1038239.39454292;;;;;;;;;;;;;;;;325068.047533692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3093640.04514373;312056.031335059;2781584.01380867;5364203.67788621;2577242.24921994;312056.031335059;2265186.21788488;5096096.39514041;;;;;;;;;;;;;;;;;;;;;515567.947951935;0;515567.947951935;268107.282745801;829.847971851557;0;829.847971851557;;743842.528048861;0;743842.528048861;96295.5586536546;3916.88242713935;0;3916.88242713935;4580.76080462059;739925.645621722;0;739925.645621722;91714.7978490341;;;;;;;;;;;;;288787.094204342;0;288787.094204342;316437.628626436;189039.367987785;0;189039.367987785;293699.794197703;;;;;99747.7262165571;0;99747.7262165571;22737.8344287327;;;;;;;
36256617;2008;2008-11-01;2009-10-31;"ELTRA SLOVAKIA, s.r.o.";"Elektrotechnika";"Výroba elektronických komponentov [26110]";10-19 zamestnancov;;"Šamorín";"Dunajská Streda";Trnavský;112;"Spol. s r. o.";;;2978745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36258407;2008;2008-01-01;2008-12-31;"AIR TRADING, s.r.o.";"Veľkoobchod";"Veľkoobchod s kovmi a kovovými rudami [46720]";5-9 zamestnancov;9;"Holíč";"Skalica";Trnavský;112;"Spol. s r. o.";4192989.4443338;303724.35769767;3889265.08663613;3224556.86118303;1223428.26794131;303724.35769767;919703.910243643;919006.837947288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1223428.26794131;303724.35769767;919703.910243643;919006.837947288;16065.8567350461;;16065.8567350461;6871.14120693089;777600.743543783;122518.754564164;655081.988979619;656044.612626967;427537.675097922;181205.603133506;246332.071964416;255394.011817035;;;;;;;;;;;;;2223.99256456217;;2223.99256456217;;;;;697.072296355308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2964582.08856138;;2964582.08856138;2303126.86715794;49160.1938524862;;49160.1938524862;372601.739361349;;;;;;;;;;;;;497.908783110934;;497.908783110934;497.908783110934;48662.2850693753;;48662.2850693753;372103.830578238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1365166.30153356;;1365166.30153356;1881763.26097059;1359423.75356835;;1359423.75356835;1814877.51443935;;;;;;;;66885.7465312355;;;;;;;;;;;;;;;;;5742.54796521277;;5742.54796521277;;1550255.59317533;;1550255.59317533;48761.8668259975;41459.2046737038;;41459.2046737038;44280.6877779991;1508796.38850163;;1508796.38850163;4481.17904799841;;;;;;;;;;;;;4979.08783110934;;4979.08783110934;2423.15607780655;4979.08783110934;;4979.08783110934;2423.15607780655;;;;;;;;;;;;;;;
36261556;2008;2008-01-01;2008-12-31;"CODECO, a.s.";"Financie";"Prenájom a lízing ostatných strojov, zariadení a iného hmotného majetku i. n. [77390]";0 zamestnancov;;"Bratislava";"Bratislava I";Bratislavský;121;"Akc. spol.";226.880435504216;19.9163513244374;206.964084179778;203.179977428135;132.775675496249;19.9163513244374;112.859324171812;119.498107946624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132.775675496249;19.9163513244374;112.859324171812;119.498107946624;;;;;132.775675496249;19.9163513244374;112.859324171812;119.498107946624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.8060147381;;93.8060147381;83.3831242116444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0663878377481245;;0.0663878377481245;0.0663878377481245;;;;;;;;;;;;;;;;;;;;;;;;;0.0663878377481245;;0.0663878377481245;0.0663878377481245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.7396269003518;;93.7396269003518;83.3167363738963;50.7866958773153;;50.7866958773153;50.9526654716856;42.9529310230366;;42.9529310230366;32.3640709022107;;;;;;;;;;;;;0.29874526986656;;0.29874526986656;0.29874526986656;0.29874526986656;;0.29874526986656;0.29874526986656;;;;;;;;;;;;;;;
36281361;2008;2008-01-01;2008-12-31;"POĽNOPRODUKT PLUS, a.s.";"Právo, poradenstvo a účtovníctvo";"Poradenské služby v oblasti podnikania a riadenia [70220]";0 zamestnancov;0;"Tesárske Mlyňany";"Zlaté Moravce";Nitriansky;121;"Akc. spol.";2250082.98479719;;2250082.98479719;2208590.58620461;2094204.34176459;;2094204.34176459;2094204.34176459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2094204.34176459;;2094204.34176459;2094204.34176459;2094204.34176459;;2094204.34176459;2094204.34176459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155878.643032596;;155878.643032596;114386.244440019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109539.932284406;;109539.932284406;109539.932284406;109539.932284406;;109539.932284406;109539.932284406;;;;;;;;;;;;;;;;;;;;;;;;;43284.8702117772;;43284.8702117772;132.775675496249;43284.8702117772;;43284.8702117772;132.775675496249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3053.84053641373;;3053.84053641373;4713.53648011684;;;;;3053.84053641373;;3053.84053641373;4713.53648011684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36283991;2008;2008-10-25;2009-12-24;"T & S SK s.r.o. 'v likvidácii'";"Projektovanie a inžiniering";"Ostatné inžinierske činnosti a súvisiace technické poradenstvo [71129]";nezistený;;"Nitra";"Nitra";Nitriansky;112;"Spol. s r. o.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36331546;2008;2008-12-01;2009-10-26;"PPC Holding, s. r. o.";"Maloobchod";"Ostatný maloobchod v nešpecializovaných predajniach [47190]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36345997;2008;2008-10-01;2020-03-31;"REALITY - HOTELS, a. s. v konkurze";"Cestovný ruch a gastro";"Ubytovanie v ubytovniach a ostatné dočasné ubytovanie [55909]";nezistený;;"Dubnica nad Váhom";"Ilava";Trenčiansky;121;"Akc. spol.";-731;;-731;10316140;;;;8751677;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44779;;;;44779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8706898;;;;8706898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-731;;-731;1564463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-764;;-764;1564363;-764;;-764;1473777;;;;;;;;;;;;;;;;;;;;;;;;;;;;90586;33;;33;100;;;;66;33;;33;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2008-07-01;2008-09-30;
36350583;2008;2008-01-01;2008-12-31;"Vojenský opravárenský podnik Trenčín, a.s";"Strojárstvo";"Výroba vojenských bojových vozidiel [30400]";nezistený;;"Trenčín";"Trenčín";Trenčiansky;121;"Akc. spol.";;;14184763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2116782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36351156;2008;2008-01-01;2008-12-31;"Letecké opravovne Trenčín, a.s.";"Strojárstvo";"Oprava a údržba lietadiel a kozmických lodí [33160]";250-499 zamestnancov;;"Trenčín";"Trenčín";Trenčiansky;121;"Akc. spol.";;;31539202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2556;;;;;;;;1702416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36354350;2008;2008-01-01;2008-12-31;"ACER Slovakia s.r.o. v likvidácii";"Veľkoobchod";"Veľkoobchod s počítačmi, počítačovými periférnymi zariadeniami a softvérom [46510]";1 zamestnanec;1;"Bratislava";"Bratislava II";Bratislavský;112;"Spol. s r. o.";1005234;3768;1001466;813243;6023;3768;2255;3665;345;138;207;276;;;;;345;138;207;276;;;;;;;;;;;;;;;;;;;;;5678;3630;2048;3389;;;;;;;;;5678;3630;2048;3389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;999211;;999211;809578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1519;;1519;;;;;;;;;;;;;;;;;;;;;;;;;;1519;;1519;;952038;;952038;515130;949516;;949516;515130;;;;;;;;;;;;;;;;;;;;;2498;;2498;;24;;24;;45654;;45654;294448;14;;14;13;45640;;45640;294435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
